address_id,polling_place_county,polling_place_name,polling_place_address_full,polling_place_address_line_1,polling_place_address_city,polling_place_address_state,polling_place_address_zip,image_url,hours_advanced_polling,Latitude,Longitude,status,date_added,date_removed
37 W TUGALO STREET_TOCCOA_GA_30577,STEPHENS,STEPHENS COUNTY HISTORIC COURTHOUSE,"37 W Tugalo Street, Toccoa, GA 30577",37 W Tugalo Street,Toccoa,GA,30577,,05/11/2026 - 05/15/2026 8:00 AM - 5:00 PM (Advanced Polling Location),,,,04/29/2026,
71 CASE AVE_TRENTON_GA_30752,DADE,ADMIN.BLDG CMM/ROOM,"71 Case Ave, Trenton, GA 30752",71 Case Ave,Trenton,GA,30752,,05/11/2026 - 05/15/2026 8:00 AM - 5:00 PM (Advanced Polling Location),,,,04/29/2026,
222 CHERRY ST_DONALSONVILLE_GA_39845,SEMINOLE,BEALL CENTER,"222 Cherry St, Donalsonville, GA 39845",222 Cherry St,Donalsonville,GA,39845,,05/11/2026 - 05/15/2026 7:00 AM - 7:00 PM (Advanced Polling Location),,,,04/29/2026,
408 TEBEAU STREET_WAYCROSS_GA_31501,WARE,BOARD OF ELECTIONS AND REGISTRATION,"408 Tebeau Street, Waycross, GA 31501",408 Tebeau Street,Waycross,GA,31501,,05/11/2026 - 05/15/2026 7:30 AM - 5:30 PM (Advanced Polling Location),,,,04/29/2026,
41 FAIRGROUND RD_LEXINGTON_GA_30648,OGLETHORPE,BOARD OF ELECTIONS OFFICE,"41 Fairground Rd, Lexington, GA 30648",41 Fairground Rd,Lexington,GA,30648,,05/11/2026 - 05/15/2026 8:00 AM - 5:00 PM (Advanced Polling Location),,,,04/29/2026,
625 W 3RD ST_JACKSON_GA_30233,BUTTS,BUTTS COUNTY ADMINISTRATION BUILDING,"625 W 3Rd St, Jackson, GA 30233",625 W 3Rd St,Jackson,GA,30233,,05/11/2026 - 05/15/2026 8:00 AM - 5:00 PM (Advanced Polling Location),,,,04/29/2026,
224 W ASHLEY ST SUITE A_DOUGLAS_GA_31533,COFFEE,COFFEE COUNTY BOARD OF ELECTIONS OFFICE,"224 W Ashley St Suite A, Douglas, GA 31533",224 W Ashley St Suite A,Douglas,GA,31533,,05/11/2026 - 05/15/2026 8:30 AM - 5:00 PM (Advanced Polling Location),,,,04/29/2026,
25 COURT SQUARE_HOMERVILLE_GA_31634,CLINCH,COURTHOUSE,"25 Court Square, Homerville, GA 31634",25 Court Square,Homerville,GA,31634,,05/11/2026 - 05/15/2026 9:00 AM - 5:00 PM (Advanced Polling Location),,,,04/29/2026,
113 MONUMENT ST_CRAWFORDVILLE_GA_30631,TALIAFERRO,COURTHOUSE,"113 Monument St, Crawfordville, GA 30631",113 Monument St,Crawfordville,GA,30631,,05/11/2026 - 05/15/2026 9:00 AM - 5:00 PM (Advanced Polling Location),,,,04/29/2026,
56 SHORT STREET_DAHLONEGA_GA_30533,LUMPKIN,ELECTIONS AND VOTER REGISTRATION OFFICE,"56 Short Street, Dahlonega, GA 30533",56 Short Street,Dahlonega,GA,30533,,05/11/2026 - 05/15/2026 8:00 AM - 5:00 PM (Advanced Polling Location),,,,04/29/2026,
162 WTHIGPEN AVE STE C_LAKELAND_GA_31635,LANIER,LANIER COUNTY BOARD OF ELECTIONS,"162 Wthigpen Ave Ste C, Lakeland, GA 31635",162 Wthigpen Ave Ste C,Lakeland,GA,31635,,05/11/2026 - 05/15/2026 8:00 AM - 5:00 PM (Advanced Polling Location),,,,04/29/2026,
155 S 1ST ST SUITE 113_COLQUITT_GA_39837,MILLER,MILLER COUNTY COURTHOUSE,"155 S 1St St Suite 113, Colquitt, GA 39837",155 S 1St St Suite 113,Colquitt,GA,39837,,05/11/2026 - 05/15/2026 9:00 AM - 5:00 PM (Advanced Polling Location),,,,04/29/2026,
45 SOUTH LUMPKIN ST_HAWKINSVILLE_GA_31036,PULASKI,PULASKI COUNTY ANNEX BUILDING,"45 South Lumpkin St, Hawkinsville, GA 31036",45 South Lumpkin St,Hawkinsville,GA,31036,,05/11/2026 - 05/15/2026 8:00 AM - 5:00 PM (Advanced Polling Location),,,,04/29/2026,
47 N PECAN STREET_ELLAVILLE_GA_31806,SCHLEY,SCHLEY COUNTY COURT HOUSE ANNEX,"47 N Pecan Street, Ellaville, GA 31806",47 N Pecan Street,Ellaville,GA,31806,,05/11/2026 - 05/15/2026 9:00 AM - 5:00 PM (Advanced Polling Location),,,,04/29/2026,
305 OAK STREET_WAYCROSS_GA_31501,WARE,WARE COUNTY ADMINISTRATION BUILDING,"305 Oak Street, Waycross, GA 31501",305 Oak Street,Waycross,GA,31501,,05/11/2026 - 05/15/2026 7:30 AM - 5:30 PM (Advanced Polling Location),,,,04/29/2026,
100 BACON STREET_IRWINTON_GA_31042,WILKINSON,WILKINSON COUNTY COURTHOUSE,"100 Bacon Street, Irwinton, GA 31042",100 Bacon Street,Irwinton,GA,31042,,05/11/2026 - 05/15/2026 9:00 AM - 5:00 PM (Advanced Polling Location),,,,04/29/2026,
201 N. MAIN ST. ROOM 10._SYLVESTER_GA_31791,WORTH,WORTH COUNTY VOTER REGISTRATION OFFICE,"201 N. Main St. Room 10., Sylvester, GA 31791",201 N. Main St. Room 10.,Sylvester,GA,31791,,05/11/2026 - 05/15/2026 9:00 AM - 5:00 PM (Advanced Polling Location),,,,04/30/2026,
103 JEFFERSON ST_DARIEN_GA_31305,MCINTOSH,ELECTION OFFICE,"103 Jefferson St, Darien, GA 31305",103 Jefferson St,Darien,GA,31305,,05/11/2026 - 05/15/2026 7:00 AM - 5:00 PM (Advanced Polling Location),,,,05/01/2026,
757 CARVER CIRCLE_HAMILTON_GA_31811,HARRIS,ELECTION'S OFFICE,"757 Carver Circle, Hamilton, GA 31811",757 Carver Circle,Hamilton,GA,31811,,05/04/2026 - 05/15/2026 8:00 AM - 5:00 PM (Advanced Polling Location),,,,05/06/2026,05/10/2026
3665 CASCADE ROAD_SOUTH FULTON_GA_30331,FULTON,EVELYN G. LOWERY LIBRARY AT CASCADE,"3665 Cascade Road, South Fulton, GA 30331",3665 Cascade Road,South Fulton,GA,30331,,05/11/2026 - 05/15/2026 7:00 PM - 7:00 PM (Advanced Polling Location),,,,05/09/2026,
